index,song_name,artist_name,album_names,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,id,link
8411,Cuidao,Play-N-Skillz,Cuidao,0.63,0.096340607806211,0.0052,0.726,0.934,0.0013599999999999999,1.0,0.17800000000000002,0.8685599583674076,0,0.0364,0.4456581846994445,0.8,0.652,CuidaoPlay-N-Skillz,
8412,El Préstamo,Maluma,F.A.M.E.,0.8300000000000001,0.11614986689762365,0.205,0.74,0.74,0.0,0.4545454545454546,0.107,0.8703442123262211,0,0.0686,0.38771366551391145,0.8,0.7170000000000001,El PréstamoMaluma,
8413,Me Rehúso,Danny Ocean,Me Rehúso,0.85,0.1083808059547508,0.0231,0.7440000000000001,0.804,0.0,0.09090909090909093,0.0494,0.8039303149703864,1,0.0677,0.432584455137464,0.8,0.426,Me RehúsoDanny Ocean,
8414,Make Some Noise (feat. Mc Stik-E),DJ Willie,Make Some Noise (feat. Mc Stik-E),0.54,0.08752530287924107,0.00539,0.8959999999999999,0.812,0.017,0.09090909090909093,0.0222,0.8492553217852452,1,0.102,0.5365428899215081,0.8,0.47600000000000003,Make Some Noise (feat. Mc Stik-E)DJ Willie,
8415,Marimota,JeanPhi,Marimota,0.42,0.09765316844080553,0.0395,0.8690000000000001,0.912,0.00026000000000000003,0.4545454545454546,0.0601,0.8572844645999058,0,0.13,0.4044024793865911,0.8,0.8909999999999999,MarimotaJeanPhi,
8416,Estar Sin Ti,Frankie Negrón,Estar Sin Ti,0.48,0.09843421475192828,0.00419,0.652,0.8759999999999999,0.0,0.5454545454545454,0.0963,0.8233340767724828,0,0.0543,0.390305301298294,0.8,0.569,Estar Sin TiFrankie Negrón,
8417,Usted,Juan Magán,Usted,0.8200000000000001,0.12406551389602237,0.0155,0.7120000000000001,0.833,0.0,0.0,0.273,0.8590934998637029,1,0.0618,0.4328155564176,0.8,0.326,UstedJuan Magán,
8418,Mad Love,Sean Paul,Mad Love,0.67,0.10515255580061164,0.005229999999999999,0.804,0.823,2.77e-06,1.0,0.168,0.8740861893787326,0,0.147,0.40453453726095456,0.8,0.619,Mad LoveSean Paul,
8419,MOVE TO MIAMI,Enrique Iglesias,MOVE TO MIAMI,0.74,0.08805234129262046,0.0329,0.741,0.863,1.16e-06,0.09090909090909093,0.0669,0.8603821277228458,1,0.0527,0.412602448022846,0.8,0.8640000000000001,MOVE TO MIAMIEnrique Iglesias,
8420,Me Niego,Reik,Me Niego,0.89,0.11729849732508425,0.0543,0.777,0.779,0.0,0.0,0.636,0.8504696057294377,0,0.0972,0.388014922539803,0.8,0.768,Me NiegoReik,
8421,Tu Si Bailas,"Osmani Garcia ""La Voz""",Tu Si Bailas,0.54,0.11664053854150233,0.0535,0.845,0.818,0.000379,1.0,0.322,0.8681386761826878,0,0.223,0.5614357992390164,0.8,0.7809999999999999,"Tu Si BailasOsmani Garcia ""La Voz""",
8422,LOVE,Gianluca Vacchi,LOVE,0.6900000000000001,0.09976803595946168,0.0173,0.6759999999999999,0.9159999999999999,1.92e-06,0.0,0.316,0.8764404133521672,1,0.0388,0.4335666355780421,0.8,0.604,LOVEGianluca Vacchi,
8423,Maleanta,Dumore,Maleanta,0.58,0.10002596027853587,0.16,0.9079999999999999,0.6659999999999999,8.25e-05,0.4545454545454546,0.106,0.8288107451738409,1,0.0795,0.5280664251108047,0.8,0.963,MaleantaDumore,
8424,Para Mi (feat. Red Rat),Jory Boy,Otra Liga 2,0.5,0.10951992507326504,0.00352,0.7140000000000001,0.768,0.0,0.09090909090909093,0.0762,0.8629346021361485,0,0.124,0.3715489563301116,0.8,0.41,Para Mi (feat. Red Rat)Jory Boy,
8425,La Negra Tiene Tumbao,Celia Cruz,La Negra Tiene Tumbao,0.51,0.1350303746448645,0.0338,0.799,0.843,3.3299999999999996e-05,1.0,0.19899999999999998,0.8510891383540258,0,0.053,0.4569450061489447,0.8,0.96,La Negra Tiene TumbaoCelia Cruz,
8426,Oh Child,Robin Schulz,Oh Child,0.8,0.10253246993027652,0.0212,0.716,0.628,0.0,0.4545454545454546,0.0617,0.8063093202488043,0,0.0473,0.4003499533670631,0.8,0.688,Oh ChildRobin Schulz,
8427,One That I Want,Marvelus Fame,One That I Want,0.41,0.11321814578710558,0.00221,0.741,0.937,0.0,0.5454545454545454,0.11,0.9154214060912448,1,0.32,0.5406119231753316,0.8,0.805,One That I WantMarvelus Fame,
8428,Me Rindo,Santana the Golden Boy,Me Rindo,0.64,0.11545218441197172,0.392,0.716,0.6629999999999999,2.17e-05,0.9090909090909092,0.0562,0.8240279533120214,1,0.0992,0.7259180085672545,0.8,0.88,Me RindoSantana the Golden Boy,
8429,Rosas O Espinas,Joey Montana,Rosas O Espinas,0.6900000000000001,0.10603431008881327,0.0488,0.72,0.852,0.0,0.0,0.0846,0.8910366019874607,1,0.0536,0.3797447981577927,0.8,0.628,Rosas O EspinasJoey Montana,
8430,Aventurera,Marko Silva,Aventurera,0.65,0.11359300325734355,0.0059299999999999995,0.755,0.8059999999999999,6.48e-06,0.4545454545454546,0.147,0.8685847396723911,0,0.0655,0.6766356605782482,0.8,0.831,AventureraMarko Silva,
8431,Mocca,Lalo Ebratt,Mocca,0.79,0.10534781737839233,0.185,0.7859999999999999,0.695,0.0,0.09090909090909093,0.12300000000000001,0.8283151190741704,0,0.353,0.4042497874693584,0.8,0.591,MoccaLalo Ebratt,
8432,Que Tu Quieres,Jowell & Randy,Que Tu Quieres,0.73,0.13400315327866008,0.0159,0.7090000000000001,0.855,0.0,0.8181818181818182,0.0768,0.8138180556588109,1,0.127,0.383731295240139,0.8,0.784,Que Tu QuieresJowell & Randy,
8433,Camara Lenta,Marvelus Fame,Camara Lenta,0.49,0.10844067125223657,0.679,0.718,0.695,2.84e-06,0.4545454545454546,0.0902,0.8110673308056402,1,0.213,0.5864566396223145,0.8,0.467,Camara LentaMarvelus Fame,
8434,La Agarro Bajando,Gilberto Santa Rosa,El Caballero De La Salsa - La Historia Tropical,0.61,0.13657456362674042,0.353,0.8109999999999999,0.763,2.37e-06,0.09090909090909093,0.145,0.7906970981091864,1,0.0417,0.4137868420835431,0.8,0.9640000000000001,La Agarro BajandoGilberto Santa Rosa,
8435,Home Cookin',Hilton Ruiz,Enchantment,0.52,0.11031607758094963,0.775,0.654,0.638,0.92,0.4545454545454546,0.10800000000000001,0.7377146680544198,0,0.0465,0.6041152535098506,0.8,0.79,Home Cookin'Hilton Ruiz,
8436,2/3's Adventure,Jazz At Lincoln Center Orchestra,Live in Cuba,0.5,0.2760086743137591,0.6559999999999999,0.47700000000000004,0.721,0.0451,0.0,0.629,0.7824944861596412,0,0.0523,0.4798529205424277,0.8,0.636,2/3's AdventureJazz At Lincoln Center Orchestra,
8437,Yeah!,Tito Puente,The Horace Silver Songbook,0.48,0.24284050206283506,0.45399999999999996,0.6459999999999999,0.5329999999999999,0.00763,0.7272727272727273,0.0973,0.6677074814759745,0,0.0831,0.4280284584719253,0.8,0.845,Yeah!Tito Puente,
8438,El Watusi,Ray Barretto,Anthology,0.49,0.08218498265025351,0.8640000000000001,0.507,0.5660000000000001,4.55e-06,0.18181818181818185,0.0676,0.7266374247267862,1,0.111,0.35505410246040325,0.8,0.706,El WatusiRay Barretto,
8439,Cuchifrito,Carlos Henriquez,The Bronx Pyramid,0.46,0.2474568438343779,0.5710000000000001,0.546,0.535,0.846,0.6363636363636364,0.10800000000000001,0.7079771020741952,1,0.0561,0.333400737873373,0.8,0.649,CuchifritoCarlos Henriquez,
8440,Sunny,Negroni's Trio,Sunny,0.05,0.17459741986162725,0.18100000000000002,0.6990000000000001,0.769,0.0036200000000000004,0.6363636363636364,0.48,0.7853691175377295,0,0.0342,0.4746696489736627,0.8,0.426,SunnyNegroni's Trio,
8441,Tirándote Flores II,Eddie Palmieri,La Perfecta II,0.11,0.17837956388970014,0.341,0.604,0.6679999999999999,0.0005740000000000001,0.4545454545454546,0.0376,0.8190716923153173,0,0.043,0.5877937256002442,0.8,0.867,Tirándote Flores IIEddie Palmieri,
8442,Agua De Beber,Sergio Mendes & Brasil '66,The Collection,0.46,0.07690340874122861,0.556,0.638,0.28300000000000003,0.0601,0.0,0.0814,0.4562733873565782,0,0.0404,0.33083386294043365,0.8,0.887,Agua De BeberSergio Mendes & Brasil '66,
8443,El Manisero - Mambo Son,Bebo Valdés,El Manisero,0.47,0.08092445447048305,0.779,0.585,0.7120000000000001,0.125,0.6363636363636364,0.491,0.7478502217926796,1,0.0806,0.3384519515677745,0.8,0.807,El Manisero - Mambo SonBebo Valdés,
8444,River Rises,The Gaddabouts,Look out Now!,0.45,0.18936792316652734,0.475,0.843,0.342,0.243,0.0,0.10400000000000001,0.6087527569201794,0,0.0704,0.6272377619491742,0.8,0.764,River RisesThe Gaddabouts,
8445,Bebochicochuchoturo,Arturo O'Farrill,BeboChicoChuchoTuro,0.34,0.29334499307912404,0.0125,0.395,0.741,0.909,0.18181818181818185,0.0727,0.7304041830842812,1,0.0588,0.5739524096435262,0.8,0.465,BebochicochuchoturoArturo O'Farrill,
8446,Bucle,Tomás Gubbins,Proyecto Satélite,0.46,0.22950228998750105,0.867,0.619,0.355,0.8859999999999999,0.6363636363636364,0.10400000000000001,0.6670631675464029,0,0.0364,0.3601094429633788,0.6000000000000001,0.245,BucleTomás Gubbins,
8447,Te Vas,Pete Escovedo,E Music,0.08,0.18410872880796444,0.196,0.7120000000000001,0.535,0.772,0.2727272727272727,0.0376,0.6799246648328501,0,0.0498,0.48577901765448706,0.8,0.96,Te VasPete Escovedo,
8448,La Explosión (Instrumental) - Ao Vivo,Irakere,"Ivan Lins, Chucho Valdés e Irakere (Ao Vivo em Cuba)",0.44,0.28260113039109386,0.41,0.565,0.564,0.41700000000000004,0.6363636363636364,0.742,0.6417614551582287,0,0.0418,0.4315775138454427,0.8,0.77,La Explosión (Instrumental) - Ao VivoIrakere,
8449,Summertime,Giovanni Hidalgo,Latin Jazz Lounge,0.29,0.231001719868453,0.256,0.521,0.711,0.815,0.8181818181818182,0.0109,0.7975119569796545,0,0.0346,0.6208453354682689,0.8,0.8690000000000001,SummertimeGiovanni Hidalgo,
8450,Como Fue (feat. Bobby Carcassés),Jazz At Lincoln Center Orchestra,Live in Cuba,0.43,0.2267619140334328,0.795,0.446,0.527,0.000709,0.9090909090909092,0.722,0.762248159988105,1,0.049,0.3363348987693857,0.8,0.591,Como Fue (feat. Bobby Carcassés)Jazz At Lincoln Center Orchestra,
8451,Con Alma,Dizzy Gillespie,Afro,0.45,0.16396713339219154,0.8220000000000001,0.718,0.332,0.892,0.9090909090909092,0.158,0.6332862488538646,0,0.0331,0.4696844642164428,0.8,0.701,Con AlmaDizzy Gillespie,
8452,Sofrito,Mongo Santamaria,Sofrito,0.5,0.1981709193407432,0.275,0.644,0.519,0.0192,0.9090909090909092,0.0793,0.7402919237727059,1,0.0373,0.4858863146774074,0.8,0.45299999999999996,SofritoMongo Santamaria,
8453,Curacao,Cal Tjader,Soul Burst,0.08,0.2034821461541302,0.97,0.617,0.34299999999999997,0.9309999999999999,0.9090909090909092,0.0763,0.556067702525215,1,0.0378,0.43030645680469465,0.6000000000000001,0.841,CuracaoCal Tjader,
8454,Spanish Rice,Clark Terry,Spanish Rice (LPR),0.08,0.08527336061400535,0.65,0.665,0.7340000000000001,0.0,0.6363636363636364,0.31,0.7815527965702673,1,0.0875,0.5020097557754686,0.8,0.843,Spanish RiceClark Terry,
8455,Batida diferente,Herbie Mann,Latin Fever,0.41,0.1692710868516784,0.8240000000000001,0.723,0.341,0.912,0.7272727272727273,0.168,0.5570341734195723,1,0.13,0.3784448534570275,0.8,0.88,Batida diferenteHerbie Mann,
8456,From Moment To Moment,Woody Shaw,Time Is Right,0.39,0.4051593815635025,0.6779999999999999,0.461,0.42200000000000004,0.8440000000000001,0.9090909090909092,0.6459999999999999,0.6112804500284985,1,0.0367,0.5562566544788253,0.8,0.139,From Moment To MomentWoody Shaw,
8457,En Esta Tarde Gris,Martirio,Flor De Piel,0.42,0.16780186936385008,0.919,0.42,0.344,1.6e-06,0.18181818181818185,0.153,0.6988328005352762,0,0.0509,0.6675360476728927,0.6000000000000001,0.489,En Esta Tarde GrisMartirio,
8458,My One And Only Love,Chick Corea,The Best Of Chick Corea,0.49,0.11453070642170013,0.8190000000000001,0.35100000000000003,0.209,0.914,0.9090909090909092,0.102,0.3775431814239337,0,0.0361,0.6582424747645655,0.8,0.44799999999999995,My One And Only LoveChick Corea,
8459,El Shing-A-Ling,Poncho Sanchez,Poncho At Montreux,0.43,0.2197000468851582,0.379,0.551,0.5720000000000001,0.0463,0.18181818181818185,0.639,0.6253066686491711,1,0.0747,0.5646712171609208,0.8,0.853,El Shing-A-LingPoncho Sanchez,
8460,Mambo Inn (Remastered),Grant Green,Anthology,0.06,0.19061390463849756,0.81,0.654,0.635,1.42e-06,0.0,0.0949,0.7051024706961069,1,0.0404,0.4169809919197088,0.8,0.743,Mambo Inn (Remastered)Grant Green,
8461,Spanish Grease,Willie Bobo,Willie Bobo's Finest Hour,0.08,0.08510831142934833,0.3,0.7959999999999999,0.585,3.23e-06,0.2727272727272727,0.327,0.7174931231878671,1,0.0338,0.5251446446405137,0.8,0.87,Spanish GreaseWillie Bobo,
8462,Águas De Março,Antônio Carlos Jobim,Antonio Carlos Jobim: Finest Hour,0.21,0.1135012471004495,0.8190000000000001,0.649,0.375,0.0,0.2727272727272727,0.12,0.5940822243699353,1,0.134,0.5934639605807247,0.8,0.527,Águas De MarçoAntônio Carlos Jobim,
8463,Tin Tin Deo - Original Mix,Dizzy Gillespie,Songs For Brunette Lovers,0.04,0.08319877628618075,0.33799999999999997,0.7090000000000001,0.607,7.269999999999999e-05,0.4545454545454546,0.105,0.7346417862364633,0,0.0312,0.5675352223111778,0.8,0.963,Tin Tin Deo - Original MixDizzy Gillespie,
8464,Catin Latin,Dave Pike,The Very Best Of Dave Pike (The Latin Jazz Legend),0.41,0.15514959051017546,0.805,0.369,0.423,0.0,0.4545454545454546,0.287,0.6049612172577008,0,0.0361,0.833978491073713,0.8,0.782,Catin LatinDave Pike,
8465,Algo Bueno,Roy Eldridge,The Complete Verve Roy Eldridge Studio Recordings,0.39,0.20135608886024306,0.85,0.59,0.332,0.00489,0.09090909090909093,0.11599999999999999,0.6600748395410503,1,0.0649,0.3096096864450845,0.8,0.606,Algo BuenoRoy Eldridge,
8466,Congadanza,Chucho Valdés,Border-Free,0.33,0.30065023783867256,0.8029999999999999,0.39799999999999996,0.7040000000000001,0.919,0.18181818181818185,0.0819,0.6999479592595346,0,0.0568,0.3371437532498617,0.8,0.578,CongadanzaChucho Valdés,
8467,Besame Mucho,Bobby Sanabria,Big Band Urban Folktales,0.04,0.1981334335937194,0.728,0.377,0.562,0.225,0.2727272727272727,0.16,0.78410527098357,1,0.0554,0.7528825757888394,0.8,0.498,Besame MuchoBobby Sanabria,
8468,Só Tinha De Ser Com Você,Elis Regina,Elis & Tom,0.12,0.12185665226542595,0.5,0.797,0.285,0.32799999999999996,0.4545454545454546,0.12,0.4797412831759721,1,0.0553,0.4954770178030522,0.8,0.539,Só Tinha De Ser Com VocêElis Regina,
8469,Linda Guajira,Mongo Santamaria,"Latin Jazz, Vol. 3",0.38,0.0972313139145974,0.5870000000000001,0.765,0.578,0.6890000000000001,0.6363636363636364,0.027000000000000003,0.6093227269348004,1,0.0402,0.548333182017019,0.8,0.97,Linda GuajiraMongo Santamaria,
8470,Cómo Fue,Paquito D'Rivera,The Best Of Paquito D'Rivera,0.39,0.15650746973445545,0.6579999999999999,0.5529999999999999,0.638,0.8390000000000001,0.9090909090909092,0.141,0.7529799519242684,1,0.031,0.39655328947911417,0.8,0.44299999999999995,Cómo FuePaquito D'Rivera,
8471,Dulce Amor,Poncho Sanchez,Musica Romantica,0.07,0.1626394665610352,0.73,0.51,0.24,0.4970000000000001,0.0,0.23199999999999998,0.608207568210542,0,0.0363,0.7025891596992382,0.8,0.631,Dulce AmorPoncho Sanchez,
8472,Manteca,Arturo Sandoval,Trumpet Evolution,0.4,0.10642930915446702,0.551,0.614,0.73,0.852,0.9090909090909092,0.10800000000000001,0.8098282655564641,0,0.19899999999999998,0.3992150810092521,0.8,0.628,MantecaArturo Sandoval,
8473,Azucar,Eddie Palmieri,Azucar Pa' Ti,0.43,0.31510407050453576,0.322,0.462,0.7959999999999999,0.0038,0.18181818181818185,0.0709,0.7548385497980323,1,0.0339,0.4472222451489365,0.8,0.53,AzucarEddie Palmieri,
8474,"Cuando, Cuando",Tito Rodriguez,"Yo Soy El Bolero: Tito Rodríguez, Vol. 2 (Remastered)",0.39,0.09368079823380587,0.5720000000000001,0.633,0.7390000000000001,3.57e-06,0.7272727272727273,0.248,0.8222189180482244,1,0.0439,0.4301207504188711,0.8,0.727,"Cuando, CuandoTito Rodriguez",
8475,Come Fly With Me,¡Oye Frank! Sonata Latina Tribute Orchestra,¡Oye Frank! Sonata Latina Tribute Orchestra,0.07,0.0942251807987933,0.5589999999999999,0.826,0.624,0.0,1.0,0.083,0.7947364508215002,1,0.0447,0.5861182413192583,0.8,0.8859999999999999,Come Fly With Me¡Oye Frank! Sonata Latina Tribute Orchestra,
8476,Corcovado - Quiet Nights Of Quiet Stars,Stan Getz,Getz/Gilberto (Classics International Version),0.23,0.13535879454789393,0.9570000000000001,0.524,0.10800000000000001,0.00123,0.0,0.139,0.5057120907987014,1,0.0493,0.5281572148994297,0.8,0.322,Corcovado - Quiet Nights Of Quiet StarsStan Getz,
8477,Coco seco,Tito Puente,Ki-Ku-Ki-Kan,0.35000000000000003,0.07309944465145529,0.7929999999999999,0.505,0.708,0.0057399999999999994,0.4545454545454546,0.11199999999999999,0.7201942854310708,0,0.135,0.7798100017332595,0.8,0.847,Coco secoTito Puente,
8478,Afrodisia,Roy Hargrove,Habana,0.07,0.1541699256887027,0.365,0.645,0.524,0.0219,0.4545454545454546,0.106,0.6660223527370952,1,0.0439,0.4619013032461477,0.8,0.8009999999999999,AfrodisiaRoy Hargrove,
8479,La Comparsa,Chucho Valdés,New Conceptions,0.42,0.22655546268042115,0.38299999999999995,0.491,0.6579999999999999,0.772,0.09090909090909093,0.111,0.7205164423958565,1,0.0516,0.4356259130563971,0.8,0.655,La ComparsaChucho Valdés,
8480,"Ay, Mamá Inés",Alfredo Rodriguez,Tocororo,0.4,0.10222195366761667,0.669,0.794,0.36200000000000004,0.8809999999999999,0.18181818181818185,0.0941,0.6363591306718211,0,0.0879,0.35937487103723204,0.8,0.8059999999999999,"Ay, Mamá InésAlfredo Rodriguez",
8481,Broasted or Fried,Willie Bobo,Broasted or Fried,0.28,0.12506979622300327,0.308,0.684,0.8059999999999999,0.311,0.0,0.239,0.7462146556637672,1,0.0307,0.3909367030100941,0.8,0.961,Broasted or FriedWillie Bobo,
8482,La Gozadera,Gente De Zona,Visualízate,0.77,0.106951871657754,0.166,0.616,0.9890000000000001,0.0,0.8181818181818182,0.172,0.9186429757391024,0,0.0483,0.3921953796251207,0.8,0.902,La GozaderaGente De Zona,
8483,Mayores,Becky G,Mayores,0.81,0.1065563131033387,0.141,0.743,0.855,0.0045,0.4545454545454546,0.099,0.8621911629866429,0,0.0436,0.4002550367698644,0.8,0.871,MayoresBecky G,
8484,Bailando por el Mundo,Juan Magán,Bailando por el Mundo,0.63,0.10252072066628397,0.0316,0.698,0.865,0.0,0.3636363636363637,0.307,0.8595395633534062,0,0.0418,0.5365016218357694,0.8,0.9690000000000001,Bailando por el MundoJuan Magán,
8485,Felices los 4,Maluma,F.A.M.E.,0.8200000000000001,0.1219685500177358,0.213,0.7659999999999999,0.7559999999999999,0.0,0.4545454545454546,0.349,0.8154784030927068,1,0.132,0.3880314297740985,0.8,0.716,Felices los 4Maluma,
8486,Vente Pa' Ca,Ricky Martin,Vente Pa' Ca,0.77,0.13830282441116604,0.0043100000000000005,0.6629999999999999,0.92,1.6899999999999994e-05,1.0,0.10099999999999999,0.859861720318192,0,0.226,0.4124126148284485,0.8,0.5329999999999999,Vente Pa' CaRicky Martin,
8487,"Lo Que Pasó, Pasó",Daddy Yankee,Barrio Fino (Bonus Track Version),0.7000000000000001,0.11130077780127633,0.102,0.816,0.747,0.0,0.7272727272727273,0.263,0.8004361509677099,0,0.0411,0.4003788410270801,0.8,0.848,"Lo Que Pasó, PasóDaddy Yankee",
8488,El Perdón,Nicky Jam,Fénix,0.78,0.10848822779696823,0.446,0.628,0.69,0.0,0.7272727272727273,0.11199999999999999,0.8162961861571629,1,0.0511,0.7424582573312752,0.8,0.662,El PerdónNicky Jam,
8489,Clandestino,Shakira,Clandestino,0.91,0.12304276843991035,0.39,0.7659999999999999,0.8220000000000001,3.37e-05,0.09090909090909093,0.349,0.8584739672391148,0,0.16,0.6843981875056744,0.8,0.8809999999999999,ClandestinoShakira,
8490,Ginza,J Balvin,Energía,0.73,0.08901074554115433,0.20800000000000002,0.73,0.809,0.0013,0.4545454545454546,0.0804,0.8019725918766882,0,0.0876,0.4207900362333793,0.8,0.825,GinzaJ Balvin,
8491,El Taxi,Pitbull,Dale,0.64,0.13304642749641088,0.12,0.8690000000000001,0.691,0.0,0.6363636363636364,0.102,0.7904245037543677,1,0.192,0.3921252238793652,0.8,0.875,El TaxiPitbull,
8492,Criminal,Natti Natasha,Criminal,0.85,0.12339468687092485,0.03,0.8140000000000001,0.813,9.329999999999999e-05,0.18181818181818185,0.255,0.8858077466359379,0,0.0561,0.33013230548287786,0.8,0.8390000000000001,CriminalNatti Natasha,
8493,La Tortura,Shakira,Fijación Oral Volumen 1,0.76,0.11239737577391284,0.0297,0.74,0.7829999999999999,0.000308,0.0,0.12300000000000001,0.8277203677545659,1,0.0427,0.4127262522800617,0.8,0.812,La TorturaShakira,
8494,La Player (Bandolera),Zion & Lennox,La Player (Bandolera),0.89,0.13293900565419342,0.16,0.769,0.838,0.0,0.18181818181818185,0.0935,0.8309171560974401,1,0.0633,0.3879034987083089,0.8,0.602,La Player (Bandolera)Zion & Lennox,
8495,DUELE EL CORAZON,Enrique Iglesias,DUELE EL CORAZON,0.75,0.10563875153439793,0.0786,0.7240000000000001,0.904,0.0,0.7272727272727273,0.226,0.8776051346863926,0,0.0966,0.3755354534124579,0.8,0.846,DUELE EL CORAZONEnrique Iglesias,
8496,Atrévete-Te-Te,Calle 13,Calle 13 (Explicit Version),0.74,0.12717515243271307,0.0959,0.8290000000000001,0.878,0.0,0.8181818181818182,0.7759999999999999,0.81324808564419,1,0.10099999999999999,0.36312201322229465,0.8,0.883,Atrévete-Te-TeCalle 13,
8497,On The Floor,Jennifer Lopez,LOVE? (Deluxe Edition),0.52,0.15266546040889678,0.107,0.726,0.779,0.000252,0.2727272727272727,0.098,0.8319084082967809,0,0.0603,0.5363736907699799,0.8,0.556,On The FloorJennifer Lopez,
8498,Magalenha,Sérgio Mendes,Brasileiro,0.6,0.1146577103705718,0.129,0.82,0.633,0.0,0.8181818181818182,0.0972,0.6183431219488018,1,0.0745,0.4812766695004085,0.8,0.716,MagalenhaSérgio Mendes,
8499,La Mordidita,Ricky Martin,A Quien Quiera Escuchar (Deluxe Edition),0.71,0.1117187159061536,0.0344,0.725,0.903,0.0,0.0,0.183,0.8874928753748172,1,0.0658,0.5860315783392072,0.8,0.946,La MordiditaRicky Martin,
8500,Reggaetón Lento (Bailemos),CNCO,Primera Cita,0.79,0.1178059536318094,0.4,0.7609999999999999,0.838,0.0,0.3636363636363637,0.17600000000000002,0.8845686813867618,0,0.0502,0.3878127089196841,0.8,0.71,Reggaetón Lento (Bailemos)CNCO,
8501,"Oiga, Mire, Vea - Salsa",Guayacán Orquesta,Sentimental de Punta a Punta,0.5700000000000001,0.17438313566595387,0.444,0.7390000000000001,0.809,2.66e-06,0.9090909090909092,0.0856,0.8334944118157261,0,0.0416,0.37031504056652825,0.8,0.866,"Oiga, Mire, Vea - SalsaGuayacán Orquesta",
8502,Te Quiero Pa´Mi,Don Omar,King Of Kings 10th Anniversary (Remastered),0.71,0.11168850351302992,0.125,0.758,0.815,3.06e-05,0.09090909090909093,0.18100000000000002,0.8620176938517582,1,0.0598,0.3673065971161861,0.8,0.624,Te Quiero Pa´MiDon Omar,
8503,Don't Stop the Party,Pitbull,Global Warming (Deluxe Version),0.44,0.1086079583919398,0.0073,0.7140000000000001,0.9520000000000001,0.0,0.3636363636363637,0.387,0.8709637449508091,1,0.0894,0.5241377033484924,0.8,0.9590000000000001,Don't Stop the PartyPitbull,
8504,La Bicicleta,Carlos Vives,VIVES,0.77,0.12169384103581513,0.21,0.745,0.9440000000000001,1.48e-06,0.0,0.33299999999999996,0.8626124451713627,1,0.134,0.7427884020171841,0.8,0.951,La BicicletaCarlos Vives,
8505,Mambo No. 5 (a Little Bit of...),Lou Bega,A Little Bit of Mambo,0.78,0.11653759260937725,0.10300000000000001,0.622,0.807,0.0,0.4545454545454546,0.306,0.7933982603523901,0,0.408,0.7183123003656352,0.8,0.892,Mambo No. 5 (a Little Bit of...)Lou Bega,
8506,El Preso,Fruko Y Sus Tesos,"Narcos, Vol. 2 (More Music from the Netflix Original Series)",0.53,0.15765610016191606,0.166,0.62,0.7659999999999999,0.00325,0.4545454545454546,0.125,0.8266795529452581,0,0.0376,0.4381226322435807,0.8,0.816,El PresoFruko Y Sus Tesos,
8507,Tiburon,Proyecto Uno,El Poder de la Música,0.62,0.16243805060687747,0.198,0.868,0.852,5.3e-05,0.0,0.0502,0.7277030208410775,1,0.0474,0.5371247699304221,0.8,0.907,TiburonProyecto Uno,
8508,Tu Amor Me Hace Bien - Salsa Version,Marc Anthony,Valio La Pena,0.72,0.16122228152803095,0.39799999999999996,0.691,0.6579999999999999,4.5799999999999995e-05,0.0,0.11199999999999999,0.7997422744281714,1,0.0359,0.4031066614944,0.8,0.617,Tu Amor Me Hace Bien - Salsa VersionMarc Anthony,
8509,Tu Pun Pun,El General,Estas Buena,0.56,0.1124197553243748,0.221,0.79,0.551,0.0,1.0,0.0682,0.7705498971575844,1,0.22699999999999998,0.7398418606954499,0.8,0.787,Tu Pun PunEl General,
8510,Micaela,Sonora Carruseles,The Best,0.59,0.15254628930268674,0.396,0.652,0.8909999999999999,0.0022,0.0,0.0767,0.7907714420241371,1,0.0524,0.7411913270991012,0.8,0.934,MicaelaSonora Carruseles,
8511,Fruta Fresca,Carlos Vives,El Amor De Mi Tierra,0.6,0.1236990487572076,0.226,0.515,0.878,0.0,0.8181818181818182,0.316,0.7415062077168983,0,0.149,0.4951097318399789,0.8,0.732,Fruta FrescaCarlos Vives,
8512,La Incondicional,Luis Miguel,Busca Una Mujer,0.78,0.13708929328736574,0.237,0.374,0.727,0.0,0.9090909090909092,0.134,0.8528733923128392,1,0.0309,0.6401794336367913,0.8,0.28300000000000003,La IncondicionalLuis Miguel,
8513,Colgando en tus manos (con Marta Sánchez),Carlos Baute,De mi puño y letra - Edicion Coleccionista,0.73,0.1221252068709696,0.535,0.836,0.637,0.0,0.5454545454545454,0.129,0.8416970237652714,1,0.0367,0.4953201990772456,0.8,0.875,Colgando en tus manos (con Marta Sánchez)Carlos Baute,
8514,En El Muelle De San Blas,Maná,Sueños Líquidos,0.75,0.19031569712859175,0.113,0.64,0.693,5.62e-06,0.18181818181818185,0.0978,0.8186008475206304,1,0.0235,0.4009565942274202,0.8,0.698,En El Muelle De San BlasManá,
8515,Mientes Tan Bien,Sin Bandera,Hasta Ahora,0.7000000000000001,0.12132793538576192,0.883,0.616,0.193,1.44e-06,0.6363636363636364,0.107,0.5855574554556043,1,0.0338,0.5601977566668592,0.8,0.486,Mientes Tan BienSin Bandera,
